timestamp,level,service,message,user_id,ip_address
2025-04-02 07:05:43,DEBUG,UserService,Session timeout,1344,192.168.1.1
2025-04-02 07:05:33,DEBUG,PaymentService,Inventory updated,4329,10.0.0.1
2025-04-02 07:05:23,INFO,PaymentService,User login successful,1691,10.0.0.1
2025-04-02 07:05:13,INFO,InventoryService,Invalid password attempt,4848,10.0.0.2
2025-04-02 07:05:03,DEBUG,InventoryService,Inventory updated,1505,10.0.0.1
2025-04-02 07:04:53,INFO,InventoryService,Order placed successfully,1216,192.168.1.2
2025-04-02 07:04:43,DEBUG,AuthService,User login successful,4917,10.0.0.1
2025-04-02 07:04:33,DEBUG,AuthService,Payment processed successfully,4983,192.168.1.3
2025-04-02 07:04:23,INFO,PaymentService,User not found,1639,10.0.0.1
2025-04-02 07:04:13,WARNING,AuthService,Order placed successfully,1249,192.168.1.3
2025-04-02 07:04:03,WARNING,UserService,Inventory updated,2519,10.0.0.1
2025-04-02 07:03:53,WARNING,InventoryService,Database connection failed,1878,192.168.1.2
2025-04-02 07:03:43,INFO,AuthService,Session timeout,3763,10.0.0.2
2025-04-02 07:03:33,ERROR,AuthService,Database connection failed,4606,192.168.1.1
2025-04-02 07:03:23,INFO,InventoryService,Order placed successfully,4680,192.168.1.2
2025-04-02 07:03:13,ERROR,InventoryService,User not found,4055,10.0.0.2
2025-04-02 07:03:03,ERROR,AuthService,Payment processed successfully,4194,192.168.1.2
2025-04-02 07:02:53,WARNING,UserService,Invalid password attempt,2983,10.0.0.1
2025-04-02 07:02:43,INFO,PaymentService,Invalid password attempt,1994,10.0.0.1
2025-04-02 07:02:33,INFO,UserService,Session timeout,3428,10.0.0.1
2025-04-02 07:02:23,ERROR,PaymentService,Payment processed successfully,2663,192.168.1.1
2025-04-02 07:02:13,DEBUG,AuthService,User not found,2712,192.168.1.2
2025-04-02 07:02:03,DEBUG,PaymentService,Payment processed successfully,2357,192.168.1.3
2025-04-02 07:01:53,DEBUG,PaymentService,Session timeout,4727,10.0.0.2
2025-04-02 07:01:43,WARNING,InventoryService,Database connection failed,1380,10.0.0.2
2025-04-02 07:01:33,WARNING,PaymentService,Inventory updated,3207,10.0.0.2
2025-04-02 07:01:23,WARNING,InventoryService,Invalid password attempt,1842,192.168.1.1
2025-04-02 07:01:13,DEBUG,UserService,User login successful,4910,10.0.0.1
2025-04-02 07:01:03,DEBUG,AuthService,Invalid password attempt,3663,192.168.1.2
2025-04-02 07:00:53,WARNING,UserService,Session timeout,1818,192.168.1.1
2025-04-02 07:00:43,ERROR,PaymentService,Inventory updated,2199,192.168.1.3
2025-04-02 07:00:33,ERROR,UserService,User not found,3415,192.168.1.1
2025-04-02 07:00:23,ERROR,UserService,User login successful,2070,192.168.1.3
2025-04-02 07:00:13,DEBUG,AuthService,Payment processed successfully,4116,192.168.1.2
2025-04-02 07:00:03,DEBUG,UserService,Invalid password attempt,2719,192.168.1.3
2025-04-02 06:59:53,INFO,UserService,User login successful,1246,192.168.1.2
2025-04-02 06:59:43,INFO,UserService,User not found,2332,192.168.1.3
2025-04-02 06:59:33,WARNING,UserService,Order placed successfully,1355,192.168.1.2
2025-04-02 06:59:23,INFO,PaymentService,Order placed successfully,3675,10.0.0.2
2025-04-02 06:59:13,WARNING,PaymentService,Database connection failed,2838,192.168.1.1
2025-04-02 06:59:03,WARNING,InventoryService,User login successful,4515,10.0.0.2
2025-04-02 06:58:53,ERROR,InventoryService,Invalid password attempt,4458,10.0.0.1
2025-04-02 06:58:43,WARNING,PaymentService,Inventory updated,3844,10.0.0.1
2025-04-02 06:58:33,ERROR,AuthService,Invalid password attempt,1172,10.0.0.2
2025-04-02 06:58:23,ERROR,UserService,Order placed successfully,1490,192.168.1.3
2025-04-02 06:58:13,INFO,InventoryService,Database connection failed,3247,192.168.1.3
2025-04-02 06:58:03,ERROR,PaymentService,Invalid password attempt,1198,192.168.1.1
2025-04-02 06:57:53,INFO,InventoryService,User not found,3099,10.0.0.2
2025-04-02 06:57:43,INFO,UserService,Session timeout,2895,10.0.0.2
2025-04-02 06:57:33,WARNING,UserService,Database connection failed,1503,192.168.1.1
2025-04-02 06:57:23,INFO,AuthService,Session timeout,3882,10.0.0.1
2025-04-02 06:57:13,DEBUG,PaymentService,Database connection failed,1452,10.0.0.1
2025-04-02 06:57:03,INFO,PaymentService,Order placed successfully,1751,10.0.0.2
2025-04-02 06:56:53,ERROR,UserService,Database connection failed,4096,192.168.1.1
2025-04-02 06:56:43,ERROR,UserService,Session timeout,3428,192.168.1.2
2025-04-02 06:56:33,ERROR,UserService,Database connection failed,3685,10.0.0.2
2025-04-02 06:56:23,ERROR,PaymentService,Session timeout,2176,192.168.1.1
2025-04-02 06:56:13,DEBUG,UserService,Payment processed successfully,4604,10.0.0.1
2025-04-02 06:56:03,WARNING,UserService,Session timeout,2640,10.0.0.2
2025-04-02 06:55:53,ERROR,UserService,Payment processed successfully,2590,10.0.0.2
2025-04-02 06:55:43,DEBUG,AuthService,Inventory updated,1137,10.0.0.2
2025-04-02 06:55:33,DEBUG,InventoryService,Session timeout,1347,192.168.1.2
2025-04-02 06:55:23,DEBUG,PaymentService,Session timeout,1560,10.0.0.1
2025-04-02 06:55:13,ERROR,UserService,Inventory updated,1775,192.168.1.2
2025-04-02 06:55:03,WARNING,InventoryService,User not found,3774,10.0.0.1
2025-04-02 06:54:53,WARNING,UserService,Invalid password attempt,1861,192.168.1.1
2025-04-02 06:54:43,DEBUG,UserService,User login successful,1832,192.168.1.1
2025-04-02 06:54:33,ERROR,InventoryService,User login successful,4270,192.168.1.2
2025-04-02 06:54:23,ERROR,PaymentService,Order placed successfully,3541,192.168.1.3
2025-04-02 06:54:13,WARNING,PaymentService,Invalid password attempt,1475,192.168.1.2
2025-04-02 06:54:03,ERROR,PaymentService,User not found,2281,10.0.0.2
2025-04-02 06:53:53,DEBUG,UserService,User login successful,4025,192.168.1.3
2025-04-02 06:53:43,DEBUG,PaymentService,Inventory updated,1671,192.168.1.1
2025-04-02 06:53:33,ERROR,AuthService,Order placed successfully,3766,192.168.1.1
2025-04-02 06:53:23,WARNING,AuthService,Invalid password attempt,3163,192.168.1.2
2025-04-02 06:53:13,DEBUG,PaymentService,Invalid password attempt,2244,10.0.0.2
2025-04-02 06:53:03,WARNING,AuthService,Order placed successfully,4631,192.168.1.2
2025-04-02 06:52:53,DEBUG,UserService,User login successful,3990,10.0.0.1
2025-04-02 06:52:43,WARNING,InventoryService,Order placed successfully,2600,10.0.0.2
2025-04-02 06:52:33,DEBUG,InventoryService,Order placed successfully,2488,10.0.0.1
2025-04-02 06:52:23,INFO,UserService,Inventory updated,4866,192.168.1.2
2025-04-02 06:52:13,ERROR,AuthService,User login successful,1249,192.168.1.1
2025-04-02 06:52:03,DEBUG,UserService,User login successful,4307,192.168.1.1
2025-04-02 06:51:53,DEBUG,PaymentService,User login successful,3391,192.168.1.3
2025-04-02 06:51:43,ERROR,UserService,Inventory updated,4232,192.168.1.3
2025-04-02 06:51:33,ERROR,AuthService,Invalid password attempt,4523,10.0.0.1
2025-04-02 06:51:23,INFO,PaymentService,Payment processed successfully,3139,192.168.1.3
2025-04-02 06:51:13,WARNING,InventoryService,Order placed successfully,2161,192.168.1.1
2025-04-02 06:51:03,ERROR,AuthService,Inventory updated,4325,10.0.0.1
2025-04-02 06:50:53,INFO,UserService,Session timeout,4050,10.0.0.2
2025-04-02 06:50:43,ERROR,PaymentService,Invalid password attempt,4815,10.0.0.1
2025-04-02 06:50:33,DEBUG,InventoryService,Payment processed successfully,3866,192.168.1.2
2025-04-02 06:50:23,ERROR,InventoryService,Database connection failed,4122,192.168.1.2
2025-04-02 06:50:13,INFO,InventoryService,Inventory updated,1360,10.0.0.1
2025-04-02 06:50:03,INFO,UserService,User not found,4286,192.168.1.2
2025-04-02 06:49:53,ERROR,AuthService,User login successful,1768,192.168.1.1
2025-04-02 06:49:43,DEBUG,AuthService,User login successful,2842,192.168.1.2
2025-04-02 06:49:33,INFO,InventoryService,Invalid password attempt,3200,10.0.0.1
2025-04-02 06:49:23,ERROR,PaymentService,User not found,2057,192.168.1.3
2025-04-02 06:49:13,DEBUG,InventoryService,Payment processed successfully,3995,192.168.1.1
2025-04-02 06:49:03,DEBUG,AuthService,Invalid password attempt,1560,192.168.1.1
2025-04-02 06:48:53,DEBUG,InventoryService,Invalid password attempt,1932,10.0.0.1
2025-04-02 06:48:43,ERROR,PaymentService,Order placed successfully,1239,192.168.1.2
2025-04-02 06:48:33,INFO,InventoryService,Session timeout,3785,192.168.1.1
2025-04-02 06:48:23,WARNING,InventoryService,Payment processed successfully,2503,192.168.1.2
2025-04-02 06:48:13,DEBUG,PaymentService,Order placed successfully,1335,192.168.1.3
2025-04-02 06:48:03,DEBUG,InventoryService,Invalid password attempt,1801,192.168.1.1
2025-04-02 06:47:53,WARNING,InventoryService,Payment processed successfully,2720,192.168.1.2
2025-04-02 06:47:43,DEBUG,PaymentService,Payment processed successfully,4032,10.0.0.1
2025-04-02 06:47:33,INFO,InventoryService,User login successful,3823,10.0.0.1
2025-04-02 06:47:23,DEBUG,AuthService,Payment processed successfully,1557,10.0.0.1
2025-04-02 06:47:13,ERROR,InventoryService,Inventory updated,4409,192.168.1.1
